,review,sent,sent_pred
,pengiriman tepat waktu tetapi untuk packing kurang memuaskan sehingga barang yang diterima cacat,0,0
,pengiriman tiba sesuai jadwal hanya saja paketan barang di bungkus seadanya plastik biasa,1,0
,packaging sangat bagus karena di pack dengan kayu design bagus tidak kaya tv,0,1
,barang sudah saya trimaksih         ,1,1
,barang sesuai pesanan pengiriman cepat sampai paking rapih aman bonus tas semoga awet,1,1
,kualitasnya sesuai harga          ,1,1
,pengiriman sangat cepat pesan malah hari jam besoknya jam sore paket sudah diterima,1,1
,status sudah dikirim tapi kok belum sampai ya     ,0,0
,mantap barang datang dan memuaskan        ,1,1
,respon agak lambat walau barang tepat waktu sesuai deskripsi    ,1,1
,enak sosisnya dan murah lagi pas promosi terima kasih ya   ,1,1
,sesuai gambar yg di display mantap       ,1,1
,bahannya bagus lembut nyaman dipakai recomended       ,1,1
,akhirnya stlh t          ,0,0
,kualitas lumayan           ,1,1
,adem akhir beli kipas angin ini untuk di kantor    ,1,1
,sdh dicoba barangnya tdk mengecewakan tks       ,1,1
,pengiriman cepet diluar ekspektasi pesan tanggal maret sore nyampe tanggal maret barangnya kecil,1,1
,barang sesuai photo dan sampai tepat waktu      ,1,1
,mantaaps semoga berguna barangnya fapat mengusir nyamuk      ,1,1
,ngantuk mobil cium motor ojek pangkalan di raya sawangan infodarianda   ,0,0
,beli laptop baru dengan procesor haswel akhir saya rasa ram bawan tidak cukup,1,0
,windowsnya tidak bisa terbuka alias tudak berfungsi layar langsung on tanpa tekan tombol,0,0
,agak lama hari          ,0,0
,sayang ga bisa milih pouch        ,1,0
,kualitas produk tidak baik tidak sesuai gambar lenceng jauh    ,0,0
,mantapks y           ,1,1
,kualitas kurang bagus ya tipis banget tisue nya standar banget   ,0,0
,kern barang original lumayan dapat barang mewah tapi mura cepet baget sampnya order,1,1
,sngt memuaskan pengiriman sesuai jdwl ramah lagi dari lazada nya sndiri jg selalu,1,1
,barang oke bagus tetapi saya ingin tahu apakah memang saya pesan model celana,0,0
,barang kurang detail infonya saya kira ada tombol on off nya ternyata tidak,0,0
,kecewa bgtt tv dtang keadaan hancur kardus sobek pengaman hanya pkai buble aja,0,0
,barang sudah terbuka kedua ya apakah barang bekas saya gak mau  ,0,0
,proses cepat mantaap          ,1,1
,produknya memuaskan           ,1,1
,bisa sih recognized tapi file yg dimasukin corrupt mulu apa kali maksudnya buang,0,0
,tetapi antar barang minta tambah biaya ongkos      ,0,0
,keyboard vivo juga sudah ada bawa       ,1,0
,masya allah selalu suka dan ketagihan rumah tawa n nmakssih banyak akak mbeb,1,1
,pict dan deskripsi cruzer switch tp yg dikirim cruzer blade kecewa  ,0,0
,ukuran salah           ,0,0
,barang sesuai sudah dipakai dan hasilnya ok      ,1,1
,harus double pakai jilbabny         ,0,0
,barangnya cukup bagus sesuai dengan harganya       ,1,1
,kecewa batang ga bisa dipake        ,0,0
,barangnya bagus tp pengirimanya lama        ,1,0
,pengiriman cpt barang sesuai pesanan        ,1,1
,mantull bbangett semoga jadi langganan terus bunda      ,1,1
,korban tragis gara pajak mati tahun sudah ditilang tetapi mobil stnk ikut ditahan,0,0
,mantap bajunya pas banget dianak saya sama praktis karena pakai zipper recommended seller,1,1
,barang cepat banget sampai dan anak saya suka sekali dengan produk ini terima,1,1
,sangat asam tidak seperti biasa beli       ,0,0
,nggak kecewa beli di sini dressnya lucu banget dan cardigannya juga keren ,1,1
,semuanya ok thanks recommended         ,1,1
,pesan tidak sesuai warna salah ukur salah jelek banget mahal jelek retur malah,0,0
,anaknya suka n banyak pilihan dan ukuran recommended seller    ,1,1
,keren suaranya ok kecil cabe rawit bass nya lumayan kerasa   ,1,1
,sudah langganan terus di sini ngirimnya ngegas banget wkwk pokoke top markotop tidak,1,1
,barang bagus sesuai pesanan paking bagus       ,1,1
,sesuai pesanan dan packing rapi        ,1,1
,barang nya sih bagus sesuai pesanan       ,0,1
,lubang speaker tidak pas gratis nya tidak suai type bintng saja  ,0,0
,barang sudah sampai terima kasih        ,1,1
,kabel charger nggak bisa gimana gan       ,0,0
,mantap sesuai pesanan semoga awet thx       ,1,1
,paksa masuk servis resmi pula di servis selesai sampai rumah tetap rusak juga,0,0
,kemahalan ni masih disebelah cuma x       ,0,0
,sudah terima ukuran salah kurang besar terima kasih     ,0,1
,saat download mp ada yg bisa tapi banyak yg gak bisa  ,0,0
,mantap sekali respon super cepat barangnya sampai cepat sekali oke banget original segel,1,1
,klu buat anak di bawah tahun lumayanlah tapi jangan buat main game online,0,0
,barang lu busuk kaga ke pake ancur semuanya kecewa berat   ,0,0
,ga bisa copy file dan ga bisa diformat dari awal   ,0,0
,produk ukuran sesuai keinginan seller respon kurir kecepatan next beli sepatu di toko,1,1
,baaguss bangett bahannyaa ademm penjualnyaa jugaa ramah bangett pengirimannya cepet size s m,1,1
,pembelian ke sekian kali tetap ok dan cepat     ,1,1
,baju nya adem bngt halus baru pertama belanja d sini langsung jatuh cinta,1,1
,meja mantaap dan bagus buat latihan       ,1,1
,pengiriman cepat dan packing rapi        ,1,1
,like a bitchjj          ,0,1
,mohon maaf sebelumnya saya beli cod pas barang nya sampai saya cukup yakin,0,0
,ok pelapaknya respon n pengiriman cepat barang baguss     ,1,1
,suara bagus tidak terlalu ribet banding headset yang saya punya belum tinggal conect,1,1
,nga tau yach nga bisa dipake cuman mau balikin males   ,0,0
,p e n i p u a n kapasitas barang gak sesuai dengan,0,0
,packing oke sayang pencahayaan kurang terang pada hal sudah pakai baterai alkaline loh,0,0
,untuk pemakaian darurat lumayan bisa bantu nyalain sebatang mah    ,1,0
,kirim oke tetapi tidak sesuai dengan pesan saya pesan warna merah dan hitam,0,0
,super pekok memang cebong udah jelas hoax ko masih ngeyel juga  ,0,0
,kurang bagus bahan terbuat dari aluminium bukan stainles terkesan kurang kokoh  ,0,0
,saya pesan hitam dan jelas di lapak hitam tp yg dateng kuning payah,0,0
,pengiriman cepat dan brg ok terima kasih      ,1,1
,bagus dan berfungsi dgn baik dpt banyak barang seperti tempat minum dll ,1,1
,cepat sampai juozz          ,1,1
,barang sesuai deskripsi packing rapih dijamin ori good job lazada   ,1,1
,warnaya enda sesuai pesanan         ,1,1
,daahh sampee gan          ,1,1
,ponsel dua yng saya beli dari jadi id betul beli pas masin imlek,0,0
,packing baik terima kasih gan        ,1,1
,free headset tidak ada tidak sesuai promonya aplikasi word tidak ada  ,0,0
,itu kenapa istilah sebut hedonic treadmil kebahagianmu tidak maju meski kamu makin kaya,0,0
,pengiriman cepet cuma hari nbahannya jg bagus      ,1,1
,tinkatkan kecapatn kirim          ,0,0
,pengiriman barang sampai ditempat saya cepat sesuai estimasi lazada pesanan barang saya sesuai,1,1
,luar biasa speechless          ,1,0
,flashdisk nya gk bisa dpake setelah file d pindahkan keflasdisk ini malah gk,0,0
,peluang terakhir harapan iphone masuk stock       ,0,0
,tidak baguszz nda bisa simpan file besar      ,0,0
,seluruh bagus banget kirim cepat tetapi tidakada kapas basah dan kering ya ,0,1
,barang cepat sampai dan oke ntapi sayang kaosnya yg polos kok gak diplastikin,1,0
,pesan celana nyampe hanya dana di refund hanya setengahnya    ,0,0
,sengaja amnil yg large tapi tetap kekecilan      ,0,0
,murah barang cepat sampai         ,1,1
,selalu langganan beli disini karena ga pernah mengecewakan tq    ,1,1
,flasdisk tdk bs dipakai         ,0,0
,gak layak disebut jam pria strap kecil diameter jg krg utk dipake cowok,0,0
,produk original pengiriman kilat mantap        ,1,1
,barang ok pelayanan sangat ok        ,1,1
,tidak benar           ,0,0
,lumayan lumayan lumayan luayan         ,0,1
,bahannya adem sesuai gbr packing rapi cepat sampai penjual ramah   ,1,1
,mau tanya nih kondisi barang baru atau second terima kasih   ,0,0
,lcd nya pecah pengirimannya lama di antar pake motor pula sangat kecewa ,0,0
,fast and nice respon bahan celananya jg ok nterima kasih ya  ,1,1
,sangat far worth it buat coba       ,1,1
,ketika menerima barang yang dikirim kondisinya mati kemudian ketika di klaim responnya lama,0,0
,barang ok packing good berfungsi dengan baik      ,1,1
,cucok bagus sesuai gambaran         ,1,1
,saya pesan dua yang satu tidak ada klip pengunci tali jam seperti foto,0,0
,norak banget sik dengerin radio di mobil saja kedengeran sampai radius kilo bagaimana,0,0
,pengiriman cepat barang ok walau ga packing kayu     ,1,1
,parah ini mah file nya corupt baru juga make    ,0,0
,barang cepat sampai namun akan lebih baik apabila sesuai dengan pesan  ,0,0
,tidak nympe rumah terima sma orang tidak kenal tidak ad kjelasn lagi buat,0,0
,mantaab ada dua drat ternyata ok bgt buat atur posisi   ,1,1
,sesuai deskripsi dan gambar puas terimakasihh       ,1,1
,asesorisnya sony seperti iphone saja mahal       ,0,0
,barangnya bagus cepet banget sampenya kayaknya bakalan repeat order deh   ,1,1
,top markotop pesanan dalam hari nyampe medan barang bagus mulus   ,1,1
,kecil suaranya dan terbalik posisinya        ,0,0
,barang ga ok barang nya cuma punsi tapi ga bsa nyimpen data dll,0,0
,paket sampai barang ok tapi kurir tidak ramah dan berbicara ditelfon tdk baik,0,0
,tetapi harga telah diskon nyata standar tidak beda sama olshop belah yang tanpa,0,0
,barang sesuai dengan di foto        ,1,1
,brngx cukup bagus          ,0,1
,suka sayang cuma boleh pesan satu ukur padahal ibu saya juga ken ,0,0
,di kirimnya barang rijek saya pesen pas paha ada yg cacat  ,0,0
,ios tidak stabil untuk iphone s batery cepat habis walaupun on airplane mode,0,0
,kualitas produk sangat memuaskan dan harga sangat kompetitif recommended seller   ,1,1
,seluruh puas banget sama layan dan promo dari bhineka com dan tentu puas,1,1
,jangan ragu ragu belanja disini murah dapat bonus thanks    ,1,1
,mungkin juta orang di luar sana belum tentu dapat flash sale pd saat,1,0
,yang komen pada ndeso tidak tau teknologi      ,1,0
,barang tidak berfungsi memori tidak sampai gb hanya mb saja selebihnya file jadi,0,0
,kenapa dari harga total tagih jadi       ,0,0
,kualitas sesuai harga masih layak digunakan lah untuk nelpon    ,1,1
,packing bagus pake bubble wrap top markotop dah     ,1,1
,sicepat emang kilat n nreseller jg proaktif nmantabs gan sukses selalu ya ,1,1
,blender oxone in ini cukup bagus dari segi fungsi namun dari segi tampil,0,1
,blender oxone in ini cukup bagus dari segi fungsi namun dari segi tampil,0,1
,pesanan sudah diterima dengan baik barang asli ciri khas dari lazada juga sandisk,1,1
,oke paket sudah sampai baru tes bonusnya otg baguss tks lazada moga awet,1,1
,otg nya kok tidak bisa konek y      ,0,0
,low respon barang moga ori karena tidak ad dus dari xiaominy  ,0,0
,tks kaka           ,1,1
,empat mobil terlibat kecelakaan beruntun di jalur ponorogo kanalindonesia ponorogo   ,0,0
,flashdisk good pengiriman cepat         ,1,1
,kualitas kipas kurang bagus         ,0,0
,flash disk palsu file video tutorial gw langsung corup    ,0,0
,satunya lemah adalah cover telinga hanya sesuai untuk posisi satu telinga sehingga bila,0,0
,ram corsairnya keren ram sudah darat di makasar dan sudah saya terima sempat,0,1
,barang nyampe tapi ada yang kurang ga ada software back up sama usb,0,0
,alhamdulillah sampe dengan slamat ga ada masalh tv nya bagus gambarnya bersih manap,1,1
,belum sempat dibuka mudah an tidak mengecewakan walaupun tidak menggunakan packing kayu ,1,0
,pesan tgl feb sampai sekrang barang belum trima pdahal msih dijabotabek tlong ditndak,0,0
,baru bulan sudah muncul garis garis pelangi      ,0,0
,di order tanggal des sampai des sore mantap cepat setelah pemakaian selama hari,1,1
,saya udah kali beli merek sandisk dan semuanya normal ngga ada kendala ,1,0
,mksih brangnya udah sampai bhannya bgus puas bngt     ,1,1
,hahah ini bukan terpengaruh tetapi jangkitan iphone jangan biji sudah baterai menggelembung dilaporkan,0,0
,bintang nya ok banget recomended        ,1,1
,barang sdh sy terima dan alhamdulillah berfungsi dg baik penjual responnya baik dan,1,1
,bwat lokazi pwd ada tidak bos warna black juga ongkir bayar di tempat,0,0
,mudah mudahan berpungsi dengan baik mantap       ,1,1
,pengiriman sesuai waktu tp barang sesuai bintang aja deh    ,0,1
,celananya sesuai sm pesanan tengkyu y       ,1,1
,barang belum terima hinga tgl juni order macamdikirim pisah kurang teliti baca order,0,0
,ada sedikit scratch di panci        ,0,0
,saya beli semua tidak berfungsi menyedihkan       ,0,0
,kecewa tidak sesui promo dan gambar sama saja tipu    ,0,0
,puas banget bahan bagus habis cuci juga warna tidak pudar mantap  ,1,1
,urah riah           ,1,1
,fast respon bahan adem nyaman di pake      ,1,1
,bahannya enteeng banget adem pokoknya good       ,1,1
,terimakasih barang sdh diterima tp blm di test mdhan berfungsi dengan baik ,1,1
,produk sesuai gambar sayangnya warna greynya hancur      ,0,0
,produk terima dalam kondisi cacat pintu tidak dapat tutup dan produk telah ambil,0,0
,lagi kirim tunda gara alamat nyasar tetapi tidak mau konfirmasi depan harus lebih,0,0
,performa biasa saja malah turut saya masih agak kurang nyedot   ,0,0
,kirain besar barang nyata kecil        ,0,0
,saya order tgl desember sampai saat ini barang blm dateng hanya ada tlp,0,0
,barang sesuai pesanan kualitan lumayan oke kualitas sesui dengan harga bhannya bagus ,1,1
,printer oke cumagadapet headsetnya         ,1,1
,vela ponsel tanpa bingkai microsoft gagal luncur      ,0,0
,baguuss banget produknyaa pengirimannya cepeet pas banget harganyaa muraah lagi   ,1,1
,ini kondisi laptop gmn mohon dijelaskan detail thx     ,0,0
,terima kasih jual paket sudah terima dalam adan bungkus rapi lumayan dapat susu,1,1
,lumayan buat hiburan          ,1,1
,setelah barang sampai dan dicheck ternyata flashdisk tidak bekerja minta di format teapi,0,0
,alhamdulillah barang bagus          ,1,1
,sumpah ya baru dtg barangnya gasabar pengen dipake barang udh dipake filenya gabisa,0,0
,ini casenya saja atau hdd        ,0,0
,barang sampai sesuai dengan jadwal pemesanan kualitas barang yang bagus nice  ,1,1
,barang sudah diterima berfungsi dgn baik mudah mudahan awett cuma pengiriman agak sdikit,1,1
,packingnya cuma kardus aja jadi ada bagian laci yg pecah   ,0,0
,makasih siss           ,1,1
,judulnya salah tulis apa sengaja salah       ,0,0
,mengecewakan yang dipilih warna mearh yang datang warna hitam katanya tb tapi yang,0,0
,jastip terbaik npesanan slalu sesuai dan barang original nmakasihh yaa   ,1,1
,pelayanan cepat barang oke puass        ,1,1
,udah order ternyata stok ga tersedia harusnya klo ga ada jangan dulu di,0,0
,barang sesuai segel utuh top banget deh      ,1,1
,motif air nih bener mantul npengiriman cepet nseller nya ramah nterimakasih nberkah selalu,1,1
,kualitas kurang bagus          ,0,0
,please kalo memang ini ga bisa bekerja jangan dijual yaa makasihh  ,0,0
,harapannya seneng tapi ternyata kecewa berat flasdisknya di isi file setiap kita pindah,0,0
,suka jala baja hitam dan dial hitam      ,1,1
,barang tetap di kantor expedisi di kota penjual demi alloh no recommended ,0,0
,mifans siap siap merapat buat menyebar hate speech     ,0,1
,yg bener dunk klu ngasih judul product biar ga byk berita miring tentang,0,0
,sudah sampai sesuai pesanan original sesuai deskripsi thank u    ,1,1
,top markotop banget psen sore jam udh smpe rumah    ,1,1
,semua nya bagus dari pelayanan penjual dan kemasannya barangnya baagguuss banget puas banget,1,1
,saya kira sampenya besok ternyata hr ini udh smpe semoga awet mksh ya,1,1
,mohon bantuanya kepada semua pihak berwenang mobil kami dari team darul huda mayak,0,0
,kereta toyota velfire nabil hilang di tdi kualalumpur     ,0,0
,trimakasih produk sangat baik dan berfungsi dengan baik     ,1,1
,kaget saat banyak tidak tahu soal registrasi sim card ponsel banyak juga rt,0,0
,mantap benar packingnya benar gilak thank ninja dan thank lazada   ,1,1
,cakeppssppll            ,1,1
,respon kurang bagus pengiriman lama tapi barang datang dengan selamat   ,0,0
,gatau karena apa jd dpt voucher rb cukup bayar rb dpt tb hahaha,1,1
,barangnya bagus dos packing bagus tapi dalemnya real packing fd nya ancur banget,0,0
,produk sesuai deskripsi dan pesanan pengiriman cepat recommended seller thanks   ,1,1
,harga tidak sesuai dengan kualitas kain dan tidak sesuai gambar seperti beli kucing,0,0
,topp            ,1,1
,udah x belanja disini produk original sangat ramah sekali    ,1,1
,uu unyu bgt dee keren        ,1,1
,tiap bulan pasti beli moga ada promo lagi     ,1,1
,terima kasih paket telah sampai        ,1,1
,lucu bangett terus comfy banget bener k worth to buy banget gk nyesel,1,1
,bolanya keras juga ya tapi bagus la harga segitu    ,0,1
,barang di terima ga di packing kayu pas saya terima terus di buka,0,0
,brg yg dikirim bukan leging calvina seperti yg tertera di entalase  ,0,0
